,movie_runtime,log_revenues,Revenue_with_inflation,Interval
2126,104.0,20.149727411287884,563527905.1228925,60-120
2127,108.0,17.84015576367816,55960450.81090907,60-120
2128,145.0,16.69165936395238,17745798.89592471,120-180
2129,88.0,19.805549058468657,399429987.8870777,60-120
2130,79.0,18.006102240890772,66061867.07777678,60-120
2131,115.0,20.043175876553367,506571418.95176584,60-120
2132,119.0,17.781395243666044,52766930.89550986,60-120
2133,103.0,17.41656636612777,36636895.56414511,60-120
2134,89.0,17.4923701614961,39522083.97031747,60-120
2135,99.0,19.39055479616323,263761223.7003407,60-120
2136,113.0,17.035846342279367,25036525.642663036,60-120
2137,94.0,18.335899224854828,91871298.371796,60-120
2139,112.0,13.333183433885301,617345.0802891809,60-120
2140,97.0,13.956949477413097,1151930.1415839691,60-120
2141,110.0,9.821993687293666,18434.767289558444,60-120
2142,100.0,18.951102478574093,169964895.8300433,60-120
2143,88.0,18.933682868654998,167029811.87235767,60-120
2144,152.0,19.89556003075297,437050816.3062315,120-180
2145,108.0,19.243074467266204,227594129.6002321,60-120
2146,86.0,16.189825420184633,10743649.783533841,60-120
2147,127.0,15.095578981393329,3596885.828411882,120-180
2148,104.0,15.307889230631815,4447662.479525676,60-120
2149,107.0,17.260873050655537,31354647.217356443,60-120
2150,89.0,16.843532829797624,20656339.540522147,60-120
2151,118.0,14.819169961705766,2728247.3419503393,60-120
2152,106.0,17.42087968566322,36795263.50172697,60-120
2153,130.0,20.691044710381554,968292443.2224277,120-180
2154,94.0,13.21078649315027,546225.1285792193,60-120
2155,108.0,17.85822912191658,56981039.03308053,60-120
2156,90.0,15.650257644216254,6263549.807236047,60-120
2157,67.0,16.200782881961032,10862020.25095904,60-120
2158,109.0,15.860921909752749,7732338.595114129,60-120
2160,85.0,17.042153249814355,25194927.68333667,60-120
2161,137.0,18.631464738107027,123464563.5581741,120-180
2162,102.0,19.17295965365923,212182996.99233696,60-120
2163,96.0,20.720905001051428,997641948.6863337,60-120
2164,91.0,12.668155079132625,317475.2301933932,60-120
2165,90.0,13.827019531994242,1011575.4570773338,60-120
2166,129.0,17.65136157809364,46332841.07517584,120-180
2167,95.0,13.639725528841089,838798.2811589608,60-120
2168,85.0,12.640261613405318,308742.1104518101,60-120
2169,96.0,19.450489781240318,280053098.66402996,60-120
2170,88.0,17.96485173820311,63392222.48873154,60-120
2171,86.0,15.87193776841948,7817987.828043646,60-120
2172,87.0,17.854700810264866,56780346.43035933,60-120
2173,112.0,19.477009468672428,287579375.4656539,60-120
2174,83.0,12.91050694495823,404540.4234933834,60-120
2175,75.0,14.297234518472747,1618862.8535404147,60-120
2176,91.0,13.445529204993484,690747.2109006838,60-120
2177,154.0,13.843990054381624,1028888.9147093507,120-180
2178,93.0,15.145209754847622,3779906.2089756075,60-120
2179,127.0,16.984589007571213,23785554.666071583,120-180
2180,95.0,15.043432886287892,3414128.7237166543,60-120
2181,119.0,18.11498471635453,73661049.46899602,60-120
2182,100.0,17.32088296522652,33293840.4119336,60-120
2183,92.0,14.092847517383348,1319610.9514675788,60-120
2184,130.0,15.035931189252246,3388612.790451064,120-180
2185,127.0,15.731600452427003,6794339.876478182,120-180
2186,110.0,14.989746565775604,3235669.97270867,60-120
2187,129.0,17.559740917177233,42276457.00881433,120-180
2188,133.0,17.52366839607885,40778616.479115486,120-180
2189,105.0,14.845696988290467,2801588.0869966485,60-120
2190,90.0,15.76547473199158,7028435.77553056,60-120
2191,126.0,12.559965187926851,284920.4187855708,120-180
2192,82.0,18.137185497083678,75314670.19367288,60-120
2193,86.0,16.36313312821394,12776691.95842675,60-120
2194,90.0,15.612801865543332,6033283.003328096,60-120
2195,100.0,17.593458925215828,43726239.46158471,60-120
2196,93.0,10.552042207508405,38255.484228827656,60-120
2197,104.0,18.811234647114613,147779912.483208,60-120
2198,105.0,14.483206895435327,1949740.598801139,60-120
2199,88.0,20.219908539636066,604497770.376555,60-120
2200,89.0,17.04913608112959,25371475.29708162,60-120
2201,109.0,12.857866948042972,383796.19482886395,60-120
2202,104.0,17.09054819666005,26444220.78781282,60-120
2203,95.0,17.83244736534511,55530743.66980986,60-120
2204,92.0,18.456053440399124,103600575.25193788,60-120
2206,85.0,12.910014506907778,404341.261437421,60-120
2207,86.0,11.659953587143441,115838.65389186946,60-120
2208,115.0,11.456914408158228,94552.8681299729,60-120
2209,98.0,16.827344865814954,20324647.41342985,60-120
2210,88.0,15.34746785252766,4627224.806583479,60-120
2211,90.0,17.102752850979197,26768940.878822763,60-120
2212,105.0,17.436926641835388,37390478.403701924,60-120
2213,97.0,12.994621769654115,440040.37790684117,60-120
2214,145.0,18.39691161876337,97651113.5558202,120-180
2215,92.0,13.876234901382315,1062605.959484844,60-120
2216,90.0,15.740404851065309,6854424.067689954,60-120
2217,89.0,18.463497165245574,104374626.76717767,60-120
2218,118.0,18.96777166926669,172821818.22962937,60-120
2219,116.0,14.24880220293969,1542325.966733011,60-120
2220,101.0,14.149168832573103,1396065.9908547243,60-120
2221,107.0,17.149533729765395,28050968.859031305,60-120
2222,128.0,16.79706447103734,19718433.582295824,120-180
2223,104.0,17.894599090825654,59091585.25846357,60-120
2224,95.0,11.797678757246048,132943.4006022271,60-120
2225,98.0,16.574067294151256,15777056.054386888,60-120
2226,95.0,12.72989220266157,337692.9071209162,60-120
2227,85.0,10.858035490496352,51949.921761747384,60-120
2228,99.0,15.061961226356823,3477976.5321366475,60-120
2229,90.0,16.538850948824397,15231115.241635688,60-120
2230,113.0,16.94431605693256,22846672.86245353,60-120
2231,94.0,16.905030579777375,21966531.988847584,60-120
2232,94.0,18.600273985001554,119673048.32713754,60-120
2233,95.0,16.60784382031135,16319052.044609664,60-120
2234,103.0,17.749941220919197,51133029.73977695,60-120
2235,111.0,17.300991000871292,32638104.089219328,60-120
2236,100.0,16.990836072567454,23934609.66542751,60-120
2237,88.0,16.64063364313434,16863020.446096655,60-120
2238,103.0,17.195630485213467,29374293.680297397,60-120
2239,80.0,16.628792849061732,16664526.37639405,60-120
2240,110.0,17.70645610897946,48957156.13382899,60-120
2241,104.0,17.213979623881663,29918262.081784386,60-120
2242,95.0,17.64929769513951,46237314.12639405,60-120
2243,92.0,16.990836072567454,23934609.66542751,60-120
2244,104.0,18.1339001238064,75067639.40520446,60-120
2245,103.0,17.300991000871292,32638104.089219328,60-120
2246,116.0,17.213979623881663,29918262.081784386,60-120
2247,113.0,17.588673073323076,43517472.11895911,60-120
2248,103.0,17.811816624637284,54396840.14869888,60-120
2249,108.0,17.811816624637284,54396840.14869888,60-120
2250,100.0,17.15789015723062,28286356.87732342,60-120
2251,83.0,16.573942268635665,15775083.643122675,60-120
2252,87.0,17.013308928419512,24478578.066914495,60-120
2253,122.0,18.624256811385212,122577839.59107806,120-180
2254,80.0,16.464742976670674,14143178.43866171,60-120
2255,148.0,18.342444875699453,92474628.2527881,120-180
2256,103.0,17.455141680698553,38077788.104089215,60-120
2257,128.0,17.38103370854483,35357946.09665427,120-180
2258,103.0,17.588673073323076,43517472.11895911,60-120
2259,95.0,16.89552589276313,21758736.059479553,60-120
2260,120.0,18.687285361991183,130552416.35687731,60-120
2261,123.0,18.365701737863724,94650501.85873605,120-180
2262,108.0,18.464141810676974,104441933.08550185,60-120
2263,90.0,17.118669444077337,27198420.07434944,60-120
2264,96.0,16.967846554342756,23390641.26394052,60-120
2265,182.0,17.99413818143124,65276208.178438656,180-240
2266,99.0,17.333780823694283,33726040.89219331,60-120
2267,135.0,17.365529522008863,34813977.69516728,120-180
2268,132.0,17.613365685913447,44605408.921933085,120-180
2269,102.0,17.267089449195613,31550167.28624535,60-120
2270,95.0,17.035287835138288,25022546.468401484,60-120
2271,91.0,17.38103370854483,35357946.09665427,60-120
2272,110.0,17.118669444077337,27198420.07434944,60-120
2273,94.0,17.300991000871292,32638104.089219328,60-120
2274,85.0,16.464742976670674,14143178.43866171,60-120
2275,112.0,19.80690633142627,399972491.48754644,60-120
2276,90.0,17.860678214827246,57120761.91914498,60-120
2277,139.0,17.64929769513951,46237314.12639405,120-180
2278,96.0,17.537379778935524,41341598.51301115,60-120
2279,102.0,17.64929769513951,46237314.12639405,60-120
2280,64.0,16.03985978270541,9247462.82527881,60-120
2281,105.0,17.99413818143124,65276208.178438656,60-120
2282,95.0,17.118669444077337,27198420.07434944,60-120
2283,107.0,17.118669444077337,27198420.07434944,60-120
2284,107.0,17.15789015723062,28286356.87732342,60-120
2285,108.0,17.118669444077337,27198420.07434944,60-120
2286,120.0,17.118669444077337,27198420.07434944,60-120
2287,98.0,17.013308928419512,24478578.066914495,60-120
2288,108.0,17.013308928419512,24478578.066914495,60-120
2289,115.0,13.832508463379837,1017143.1918307085,60-120
2290,134.0,15.373698424889088,4750205.4366141725,120-180
2291,88.0,17.30207126953314,32673381.061122045,60-120
2292,131.0,19.596944672250586,324223831.1918963,120-180
2293,73.0,15.524078942403838,5521051.793503936,60-120
2294,110.0,16.35652872217645,12692587.532513123,60-120
2295,87.0,16.922696858622654,22358046.992322832,60-120
2296,94.0,15.149852026286624,3797494.352493438,60-120
2297,91.0,14.937999984804167,3072493.4383202097,60-120
2298,97.0,16.772125156422128,19232750.833956692,60-120
2299,102.0,18.09477894526346,72187607.31279527,60-120
2300,127.0,18.446898621704495,102656458.96945538,120-180
2301,106.0,18.39718299940878,97677617.7742454,60-120
2302,120.0,15.644292263746191,6226296.574868766,60-120
2303,104.0,15.870285859598553,7805083.885990813,60-120
2304,95.0,16.12073912964561,10026469.75757874,60-120
2305,96.0,14.137392864114037,1379722.3815616798,60-120
2306,125.0,15.513341121630544,5462084.883497375,120-180
2307,170.0,12.702384050303891,328530.2015091863,120-180
2308,99.0,17.205817245837675,29675051.853477687,60-120
2309,73.0,14.066437607680484,1285216.324015748,60-120
2310,100.0,16.179161089773892,10629684.71309055,60-120
2311,88.0,17.183792082478902,29028599.234055117,60-120
2312,85.0,18.55326892474241,114177969.46856955,60-120
2313,85.0,15.295549421262832,4393116.4085958,60-120
2314,98.0,17.247801352742226,30947455.87985564,60-120
2315,117.0,18.60111281228107,119773475.45931758,60-120
2316,123.0,19.526705334992226,302231952.4457021,120-180
2317,102.0,18.380182207726328,96031057.0187992,60-120
2318,118.0,16.41738459190672,13488993.194192912,60-120
2319,86.0,16.393450266617766,13169976.200492125,60-120
2320,101.0,16.901942111847934,21898793.716863517,60-120
2321,133.0,17.611630569023603,44528080.429921255,120-180
2322,97.0,15.792554930872775,7221367.741961942,60-120
2323,103.0,16.129980606991676,10119558.627526246,60-120
2324,82.0,17.744715866080874,50866538.3777559,60-120
2325,100.0,13.377420686577693,645267.7891404199,60-120
2326,102.0,18.074939405921036,70769551.73497374,60-120
2327,94.0,17.102786235405777,26769834.559481625,60-120
2328,100.0,17.17220063725104,28694058.467257217,60-120
2329,108.0,15.769506221981139,7056828.037106299,60-120
2330,133.0,17.879245449073142,58191243.675590545,120-180
2331,108.0,19.1986893521653,217713242.21433726,60-120
2332,115.0,16.417542173268032,13491118.97559055,60-120
2333,128.0,13.837388198472267,1022118.7108923884,120-180
2334,88.0,16.84495989840952,20685838.59790026,60-120
2335,117.0,15.855774864785463,7692642.147998687,60-120
2336,102.0,14.80489064595956,2689566.660793963,60-120
2337,93.0,16.096002211812046,9781488.333891075,60-120
2338,91.0,17.48412990071475,39197749.82598425,60-120
2339,118.0,17.38670297388885,35558968.96266404,60-120
2340,123.0,15.220619734042577,4075971.715583989,120-180
2341,102.0,19.27362201384983,234653851.4934383,60-120
2342,99.0,14.37597097488946,1751478.7251312335,60-120
2343,98.0,17.871760806144582,57757328.869455375,60-120
2344,111.0,18.632335946939694,123572173.84517716,60-120
2345,92.0,17.642713291327812,45933869.07769028,60-120
2346,110.0,20.130707478218497,552910929.2327428,60-120
2347,108.0,19.49202226715075,291929317.3763451,60-120
